mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,spec_centroid_mean,spec_centroid_std,spec_band_mean,spec_band_std,spec_rolloff_mean,spec_rolloff_std,spec_flat_mean,spec_flat_std,rms_mean,rms_std,zero_cross_rate_mean,zero_cross_rate_std,flux_mean,flux_std,debit
-171.44163513183594,75.19060516357422,-41.31022262573242,-1.3093715906143188,-30.866134643554688,-41.752227783203125,-1.5646321773529053,-38.6360969543457,-12.58505630493164,-13.095724105834961,-20.702295303344727,-5.040350437164307,-23.491159439086914,15.392863273620605,12.172587394714355,9.375168800354004,11.404556274414062,8.356563568115234,8.522540092468262,7.769119739532471,6.716421127319336,7.402622699737549,6.627360820770264,7.362400054931641,7.327165603637695,6.360907077789307,3768.271481466753,394.85915723757256,3726.692881406575,235.55803816138194,6807.114361702128,1132.7814700679826,0.026757150888442993,0.011582210659980774,0.046320293098688126,0.009625600650906563,0.13324260305851063,0.028691924771066198,0.019177015870809555,0.0044249724596738815,13.003
-148.1273956298828,82.71183776855469,-53.251258850097656,2.242050886154175,-28.407743453979492,-31.664073944091797,5.379749298095703,-32.160221099853516,-10.149003028869629,-13.558945655822754,-23.664480209350586,-7.981216907501221,-19.0792179107666,14.892136573791504,12.492335319519043,11.025856018066406,10.65975570678711,8.542587280273438,9.372361183166504,7.9433274269104,6.5477399826049805,6.25160551071167,6.589499473571777,6.644281387329102,6.1190290451049805,6.869919776916504,3499.496758759452,372.4038436051996,3322.8122241490423,243.36427555971008,5962.765957446809,535.525095294225,0.024051636457443237,0.010783739387989044,0.05487162619829178,0.010196888819336891,0.1440147701367781,0.027888045375034948,0.023570656776428223,0.005387838464230299,13.333
-165.23362731933594,75.11019134521484,-50.61404037475586,-6.322502136230469,-43.696319580078125,-38.43996047973633,-6.296664714813232,-33.28244400024414,-10.851901054382324,-12.245829582214355,-14.332046508789062,-1.960985779762268,-15.315852165222168,15.210042953491211,16.902259826660156,12.428322792053223,11.309388160705566,11.724148750305176,9.777338981628418,7.593621730804443,8.41027545928955,6.989706039428711,8.738162994384766,7.67924690246582,7.152729511260986,7.381961822509766,3526.3058759265255,525.5509061320338,3404.313833623779,318.83194933577533,6385.172872340426,1121.585107467706,0.02295849658548832,0.012727591209113598,0.05387379229068756,0.01526021957397461,0.12786943151595745,0.033838644247806596,0.022775471210479736,0.006966533605009317,13.422
-132.6125946044922,79.26822662353516,-53.7901496887207,-3.5760698318481445,-32.92906951904297,-29.579347610473633,-2.0320544242858887,-33.33841323852539,-16.14775848388672,-12.593169212341309,-20.498332977294922,-2.7135019302368164,-23.18758773803711,13.285494804382324,10.50403881072998,9.588447570800781,9.200234413146973,8.253169059753418,7.441911220550537,6.457885265350342,7.265157699584961,6.23576545715332,6.470498561859131,6.273902893066406,6.145045757293701,6.029774188995361,3506.451206429956,333.42493604135694,3346.883901389321,238.8152908764633,6185.816498316498,673.7294020867897,0.02595122903585434,0.01028022263199091,0.06235233321785927,0.01165807992219925,0.13776436237373738,0.021212812350978435,0.0264859851449728,0.005929520353674889,13.477
-134.73284912109375,85.92471313476562,-44.43852615356445,-0.2450767606496811,-32.50986862182617,-36.60441970825195,2.1903316974639893,-28.51479721069336,-14.707182884216309,-16.300735473632812,-22.024765014648438,-10.733542442321777,-23.54292869567871,14.279365539550781,11.787857055664062,10.229174613952637,10.117043495178223,8.807311058044434,7.9806623458862305,7.595150947570801,6.883371829986572,6.0052642822265625,6.5644025802612305,6.5153961181640625,6.215346336364746,6.33151388168335,3414.4778767169055,409.8344697982879,3443.1914478604344,328.9382060181108,6227.216135458168,1070.7856669034295,0.02271147258579731,0.010334857739508152,0.06511766463518143,0.012195901945233345,0.12449031997011953,0.02261679640208784,0.027734702453017235,0.006590656004846096,14.771
-130.61563110351562,88.99304962158203,-50.040584564208984,8.985559463500977,-24.44045066833496,-28.200336456298828,7.910737991333008,-27.555980682373047,-9.115654945373535,-13.601088523864746,-25.48542022705078,-8.323846817016602,-25.148643493652344,14.387304306030273,11.832874298095703,9.5067138671875,10.817978858947754,8.456706047058105,6.864241123199463,7.244540214538574,7.181280612945557,7.137576580047607,6.363945960998535,5.873085975646973,6.0441460609436035,6.110822677612305,3368.8434573207755,342.427147354272,3235.7954641787514,216.7410858318698,5784.519060283688,422.0439148603608,0.02049313485622406,0.008196690119802952,0.06594838947057724,0.01206479873508215,0.1340003047429078,0.026587151205467563,0.027578748762607574,0.006009410135447979,15.105
-122.89019012451172,78.09605407714844,-54.19624328613281,3.051236152648926,-30.02544403076172,-31.73244857788086,6.247038841247559,-30.62856674194336,-11.331222534179688,-11.972661018371582,-22.568483352661133,-5.942639350891113,-24.232940673828125,14.14921760559082,10.731553077697754,10.029757499694824,9.468629837036133,9.619935989379883,8.119444847106934,7.904472827911377,7.560000896453857,6.700225830078125,6.005642414093018,6.642696857452393,5.897895336151123,6.404158592224121,3612.8507994879506,330.67836168637996,3314.004586024116,237.94101634583754,6066.603535353535,595.7841031898753,0.027403593063354492,0.009973827749490738,0.0670599490404129,0.012595157139003277,0.15450402462121213,0.02485842426804877,0.028512017801404,0.006164351478219032,15.354
-129.88084411621094,88.47183227539062,-44.466796875,4.904254913330078,-24.62852668762207,-25.383832931518555,6.321084976196289,-26.218612670898438,-8.963461875915527,-14.262835502624512,-21.729602813720703,-11.484319686889648,-30.31092643737793,14.384392738342285,13.064254760742188,8.427080154418945,7.354650020599365,9.031692504882812,7.258160591125488,7.024503231048584,6.603247165679932,6.677057266235352,6.197214126586914,5.921137809753418,5.876797199249268,5.249857425689697,3338.052852469242,379.39108056220687,3370.7053045058483,224.095533769399,5996.2899543379,573.4965409725957,0.020355839282274246,0.01022547297179699,0.07039415836334229,0.015535256825387478,0.1182331799372146,0.027961664111067347,0.02839820273220539,0.0061321319080889225,16.666
-120.12646484375,84.09004974365234,-41.32278823852539,5.456484794616699,-23.17313003540039,-26.41659927368164,10.874220848083496,-27.551191329956055,-8.650172233581543,-11.456393241882324,-20.877161026000977,-11.709009170532227,-32.59833526611328,15.234360694885254,11.562423706054688,8.696797370910645,8.285492897033691,7.9245524406433105,7.182496070861816,6.560898303985596,5.725052356719971,5.657787799835205,5.256399154663086,5.109958171844482,5.626662731170654,5.170843124389648,3540.2086548149437,387.6405238168047,3535.2089489073796,253.66609276920397,6325.398936170212,878.326365621994,0.02442913129925728,0.011780505999922752,0.0755230039358139,0.014738466590642929,0.12384266954787235,0.026646113971014723,0.031142229214310646,0.0072175282984972,18.518
-124.71869659423828,88.99371337890625,-37.955322265625,5.790496349334717,-26.797706604003906,-23.35296058654785,11.944976806640625,-22.48094367980957,-10.14780330657959,-15.112716674804688,-21.035972595214844,-15.898157119750977,-30.467485427856445,13.39948844909668,9.869074821472168,9.297320365905762,8.944275856018066,8.7850980758667,8.209409713745117,6.5753326416015625,6.132588863372803,6.948842525482178,5.760585784912109,5.273332118988037,5.049107074737549,5.139612674713135,3314.050813690735,329.2368716840869,3440.6405931048594,236.6906186296401,6049.035904255319,579.8801156849786,0.018194114789366722,0.009044886566698551,0.0803932398557663,0.013846558518707752,0.10291479665336879,0.02255192047280452,0.031522758305072784,0.006362309679389,19.762
