mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,spec_centroid_mean,spec_centroid_std,spec_band_mean,spec_band_std,spec_rolloff_mean,spec_rolloff_std,spec_flat_mean,spec_flat_std,rms_mean,rms_std,zero_cross_rate_mean,zero_cross_rate_std,debit
-198.50628662109375,-5.63518762588501,-35.61060333251953,31.02325439453125,-59.284942626953125,14.79091739654541,-17.283065795898438,32.087738037109375,3.777066230773926,21.297344207763672,-2.9486451148986816,0.636154055595398,-3.5502514839172363,17.32398796081543,11.250247955322266,9.0447359085083,8.856538772583008,8.821417808532715,7.906342029571533,7.4962158203125,6.802232265472412,5.918527603149414,6.087372303009033,6.985922336578369,6.664795398712158,5.847306728363037,6179.8866446555285,335.40993535600256,2956.915332578348,157.60494893635698,9154.872720364741,293.77359844182695,0.0677514597773552,0.014469916932284832,0.03714761883020401,0.006840025074779987,0.38099146324088146,0.025460837851458952,9.03
-195.67935180664062,21.20546531677246,-12.687554359436035,48.24006271362305,-53.74946212768555,8.147109031677246,-32.65079879760742,13.201665878295898,-16.921546936035156,3.2586169242858887,-11.76751708984375,-7.867365837097168,-1.3747841119766235,10.223562240600586,9.019018173217773,8.888365745544434,8.28665542602539,8.148507118225098,7.016201972961426,6.993048667907715,6.373286724090576,6.141400337219238,5.7946858406066895,6.553557395935059,7.161029815673828,6.375898361206055,5878.673852362647,273.6823504745935,3108.168755776124,134.17760273117983,8956.605629539952,234.76876986894575,0.0619933120906353,0.011971917003393173,0.03307156264781952,0.004196264315396547,0.3624595660562954,0.023761610466823842,9.05
-244.8612060546875,38.37896728515625,-30.997709274291992,29.096643447875977,-56.56072998046875,12.827648162841797,-18.82829475402832,18.417818069458008,-3.3169357776641846,12.14621639251709,5.1316986083984375,2.304753303527832,1.8054972887039185,34.146995544433594,24.259140014648438,18.999874114990234,17.698049545288086,15.29880428314209,14.867169380187988,12.656805992126465,11.813331604003906,10.812787055969238,10.154874801635742,8.25893497467041,8.43523120880127,7.550261497497559,5135.042509274418,717.3096334294057,3137.2539385886366,268.91565970196206,8514.875239923225,539.3916638700358,0.049866821616888046,0.02137875370681286,0.022209331393241882,0.008309172466397285,0.2705874745081574,0.06168734496306098,9.98
-307.88812255859375,-1.8694849014282227,-30.41391944885254,26.082717895507812,-48.0877685546875,12.932405471801758,-13.503576278686523,25.92424201965332,4.844420433044434,19.579063415527344,-0.21343187987804413,-1.2625895738601685,-1.5692358016967773,218.34327697753906,9.779915809631348,15.651583671569824,13.056900978088379,22.52581787109375,9.40379524230957,10.148874282836914,12.782739639282227,6.300467491149902,10.154777526855469,5.807561874389648,6.204442024230957,4.891529560089111,6700.973301426773,1485.5310675720352,3063.0485295313642,232.61848071616808,9847.552083333334,1880.743208632847,0.21492886543273926,0.3387430012226105,0.025955302640795708,0.01195178460329771,0.418974609375,0.10403918382164407,9.99
-192.3706512451172,-3.95426607131958,-37.61663818359375,32.123043060302734,-57.129093170166016,12.993249893188477,-19.241518020629883,28.014137268066406,2.983334541320801,22.2489013671875,-0.7696715593338013,0.172287717461586,-2.082214593887329,12.823859214782715,10.213873863220215,8.437525749206543,7.211349010467529,9.120426177978516,7.695279121398926,8.646605491638184,8.11733627319336,7.006302833557129,6.021666049957275,6.075882434844971,6.630993843078613,5.864051342010498,6076.051324116782,290.1929362972781,2968.5371686275817,146.2457953535965,9071.493167202572,277.453461748146,0.07013491541147232,0.01593136414885521,0.037713441997766495,0.005703141447156668,0.3736136580586817,0.026642454418022172,10.0
-180.37351989746094,-15.484085083007812,-46.7397346496582,27.46552085876465,-50.92121505737305,19.98862648010254,-16.992319107055664,33.35786437988281,2.091862201690674,17.768957138061523,-2.749221086502075,4.0801591873168945,-2.9155094623565674,11.233400344848633,12.58642292022705,10.478865623474121,7.6856842041015625,9.62021255493164,9.992958068847656,8.36673355102539,6.541778087615967,6.131977558135986,5.951301097869873,6.5599894523620605,5.973916053771973,5.098166465759277,6215.509254482471,261.6576453884127,2961.7205630417207,130.8996565520864,9200.590093085106,218.13336775220688,0.07442265748977661,0.012874359264969826,0.043917637318372726,0.005696538370102644,0.3845656374667553,0.023478005295415865,10.66
-175.7467498779297,27.59604263305664,-16.845659255981445,51.372650146484375,-45.48842239379883,11.473762512207031,-29.88127326965332,9.6969633102417,-19.661911010742188,-1.0644439458847046,-17.705034255981445,-13.37217903137207,-9.696881294250488,8.688858032226562,9.713284492492676,8.26108455657959,7.265491008758545,7.5829877853393555,6.972378730773926,7.342591285705566,6.855931282043457,5.353217601776123,6.42213773727417,5.97061824798584,5.96021032333374,5.712532997131348,5586.807220261121,277.7951847895927,3174.7626032774183,118.69607181442048,8856.553329571107,235.96683963268868,0.06253700703382492,0.011321064084768295,0.03726525232195854,0.00391424959525466,0.33531474851862303,0.02537695387251212,11.0
-163.16030883789062,-11.301069259643555,-43.83430480957031,31.56077766418457,-53.05344772338867,11.001870155334473,-25.95099449157715,24.620546340942383,1.0245168209075928,22.046201705932617,1.6718825101852417,1.5859968662261963,-1.6563429832458496,10.557456016540527,11.342449188232422,8.403951644897461,7.458284854888916,8.11695384979248,7.5900468826293945,7.953495025634766,7.979373455047607,6.272744178771973,5.695342063903809,5.545648097991943,5.603021621704102,5.322910308837891,6144.386164538458,255.34485699696134,2944.39291009971,122.74229992800527,9091.883532423208,181.69249102990383,0.07348832488059998,0.012047380208969116,0.05104783549904823,0.007175111677497625,0.3857921821672355,0.022753367108124114,11.11
-174.5316925048828,57.04685974121094,-29.215831756591797,25.522066116333008,-50.97335433959961,10.720515251159668,-34.77796936035156,10.66429328918457,-17.001789093017578,2.4912075996398926,-8.994767189025879,-3.090273380279541,-0.5628491044044495,23.05766487121582,20.200056076049805,14.863332748413086,14.128765106201172,11.852532386779785,9.51528549194336,10.598517417907715,9.010542869567871,9.301376342773438,8.891074180603027,8.369842529296875,7.581187725067139,7.753972053527832,4852.32528263686,665.4356098542013,3332.073398528297,215.91416739981148,8600.702576112411,460.99995525310374,0.0481858104467392,0.018149148672819138,0.038004856556653976,0.011434903368353844,0.2394133306498829,0.05052742962986903,13.69
-173.6569061279297,60.37577438354492,-28.457822799682617,34.31790542602539,-48.037132263183594,8.36855411529541,-32.27606201171875,3.0191595554351807,-19.217727661132812,1.0023350715637207,-12.182943344116211,-7.6368842124938965,-5.839510440826416,21.136394500732422,14.856886863708496,14.427509307861328,12.980743408203125,12.718213081359863,8.953133583068848,9.891585350036621,9.085639953613281,9.00570011138916,8.63549518585205,8.2520112991333,6.8586039543151855,7.006322860717773,4612.477847716205,519.321843070882,3274.373375065009,200.75589333111103,8332.115155131265,497.1329899191027,0.04503827169537544,0.017903918400406837,0.03686285763978958,0.009114695712924004,0.22992453199582338,0.0463115081047971,15.87
-177.23696899414062,58.788291931152344,-21.837173461914062,45.80109405517578,-51.5734977722168,12.469449043273926,-26.00358009338379,5.693240165710449,-18.80312728881836,-1.3689484596252441,-14.383806228637695,-14.034222602844238,-14.775267601013184,16.812755584716797,13.216525077819824,12.016634941101074,11.04859733581543,10.89836597442627,9.444138526916504,9.630528450012207,9.06615161895752,7.5200605392456055,7.860385417938232,7.754619121551514,6.765871047973633,6.776622295379639,4638.930511576448,433.78585019944927,3222.76105823775,201.33952363856517,8213.72239747634,435.8042810474306,0.036107324063777924,0.01506643183529377,0.040406811982393265,0.009793385863304138,0.22545192971214512,0.04771920371890453,18.51
